model	score
rotated	0.99473
rotated	0.65968
rotated	0.08860
rotated	0.46350
rotated	0.26903
rotated	0.15397
rotated	0.40669
rotated	0.30657
rotated	0.93556
rotated	0.43562
rotated	0.99092
rotated	0.29871
rotated	0.99554
rotated	0.30606
rotated	0.95992
rotated	0.99638
rotated	0.62948
rotated	0.82426
rotated	0.99985
rotated	0.12398
rotated	0.33881
rotated	0.96151
rotated	0.65497
rotated	0.19411
rotated	0.59010
rotated	0.16244
rotated	0.41753
rotated	0.61223
rotated	0.13275
rotated	0.05477
rotated	0.26356
rotated	0.48656
rotated	0.19805
rotated	0.57521
rotated	0.49233
rotated	0.99329
rotated	0.91275
rotated	0.66915
rotated	0.26422
rotated	0.26203
rotated	0.94203
rotated	0.55235
rotated	0.34077
rotated	0.39707
rotated	0.34839
rotated	0.34719
rotated	0.33844
rotated	0.23840
rotated	0.29999
rotated	0.97281
rotated	0.37890
rotated	0.28742
rotated	0.37135
rotated	0.17234
rotated	0.19635
rotated	0.55765
rotated	0.97849
rotated	0.33658
rotated	0.25517
rotated	0.40431
rotated	0.64632
rotated	0.73708
rotated	0.20554
rotated	0.16902
rotated	0.21808
rotated	0.25681
rotated	0.03301
rotated	0.26793
rotated	0.93869
rotated	0.22646
rotated	0.20286
rotated	0.40477
rotated	0.86890
rotated	0.52939
rotated	0.25708
rotated	0.18196
rotated	0.43709
rotated	0.49639
rotated	0.20429
rotated	0.41768
rotated	0.27126
rotated	0.11463
rotated	0.97920
rotated	0.25953
rotated	0.35940
rotated	0.73352
rotated	0.33024
rotated	0.96761
rotated	0.06579
rotated	0.41054
rotated	0.36714
rotated	0.93143
rotated	0.32790
rotated	0.35541
rotated	0.93858
rotated	0.96159
rotated	0.21009
rotated	0.06321
rotated	0.66936
rotated	0.97773
rotated	0.99160
rotated	0.42304
rotated	0.23030
rotated	0.95240
rotated	0.95055
rotated	0.16757
rotated	0.41997
rotated	0.96050
rotated	0.18952
rotated	0.91039
rotated	0.97306
rotated	0.65805
rotated	0.94522
rotated	0.96022
rotated	0.30295
rotated	0.13379
rotated	0.30241
rotated	0.31652
rotated	0.45119
rotated	0.30189
rotated	0.04886
rotated	0.32651
rotated	0.22831
rotated	0.28774
rotated	0.07081
rotated	0.48203
rotated	0.87019
rotated	0.16654
rotated	0.22153
rotated	0.87836
rotated	0.93387
rotated	0.77246
rotated	0.92045
rotated	0.96866
rotated	0.17812
rotated	0.45220
rotated	0.14233
rotated	0.10651
rotated	0.21238
rotated	0.75316
rotated	0.23283
rotated	0.01168
rotated	0.87882
rotated	0.63675
rotated	0.36772
rotated	0.93540
rotated	0.29747
rotated	0.43117
rotated	0.13686
rotated	0.02610
rotated	0.87662
rotated	0.61368
rotated	0.80856
rotated	0.44504
rotated	0.86013
rotated	0.62093
rotated	0.96517
rotated	0.32266
rotated	0.33603
rotated	0.28618
rotated	0.22229
rotated	0.86493
rotated	0.13531
rotated	0.96020
rotated	0.18689
rotated	0.14504
rotated	0.94901
rotated	0.41985
rotated	0.26977
rotated	0.39347
rotated	0.00038
rotated	0.41510
rotated	0.99991
rotated	0.16468
rotated	0.80999
rotated	0.45032
rotated	0.29029
rotated	0.53362
rotated	0.98612
rotated	0.46254
rotated	0.24332
rotated	0.29654
rotated	0.13496
rotated	0.66085
rotated	0.78784
rotated	0.40398
rotated	0.95417
rotated	0.88005
rotated	0.45068
rotated	0.05428
rotated	0.38345
rotated	0.31040
rotated	0.47025
rotated	0.11006
rotated	0.01183
rotated	0.33681
rotated	0.43829
rotated	0.14209
rotated	0.32133
rotated	0.95267
rotated	0.16108
rotated	0.75967
rotated	0.22353
rotated	0.25896
rotated	0.36972
rotated	0.76875
rotated	0.21043
rotated	0.21405
rotated	0.16402
rotated	0.62465
rotated	0.94711
rotated	0.23804
rotated	0.71318
rotated	0.40310
rotated	0.43691
rotated	0.74999
rotated	0.93796
rotated	0.46721
rotated	0.98547
rotated	0.53455
rotated	0.70465
rotated	0.29265
rotated	0.30695
rotated	0.40086
rotated	0.19329
rotated	0.90267
rotated	0.18923
rotated	0.25152
rotated	0.10886
rotated	0.33869
rotated	0.26945
rotated	0.90306
rotated	0.20471
rotated	0.09553
rotated	0.03091
rotated	0.10869
rotated	0.42358
rotated	0.28784
rotated	0.37675
rotated	0.51070
rotated	0.27666
rotated	0.56286
rotated	0.15208
rotated	0.88182
rotated	0.53154
rotated	0.05304
rotated	0.52766
rotated	0.40686
rotated	0.25403
rotated	0.62888
rotated	0.55046
rotated	0.17561
rotated	0.24978
rotated	0.86180
rotated	0.93879
rotated	0.95141
rotated	0.09982
rotated	0.74876
rotated	0.55790
rotated	0.40510
rotated	0.31543
rotated	0.17183
rotated	0.23230
rotated	0.85135
rotated	0.32916
rotated	0.32725
rotated	0.25810
rotated	0.16238
rotated	0.89993
rotated	0.48233
rotated	0.02671
rotated	0.95271
rotated	0.06952
rotated	0.48504
rotated	0.12063
rotated	0.10153
rotated	0.46237
rotated	0.35706
rotated	0.11498
rotated	0.41696
rotated	0.47445
rotated	0.58137
rotated	0.35581
rotated	0.34402
rotated	0.36226
rotated	0.18996
rotated	0.38157
rotated	0.11766
rotated	0.24601
rotated	0.91275
rotated	0.19546
rotated	0.95363
rotated	0.21344
rotated	0.23250
rotated	0.40241
rotated	0.08899
rotated	0.40996
rotated	0.02763
rotated	0.64847
rotated	0.96993
rotated	0.48129
rotated	0.45264
rotated	0.34544
rotated	0.75246
rotated	0.96346
rotated	0.05475
rotated	0.36348
rotated	0.61247
rotated	0.22392
rotated	0.32708
rotated	0.30028
rotated	0.52309
rotated	0.01432
rotated	0.60894
rotated	0.18471
rotated	0.96626
rotated	0.44140
rotated	0.55373
rotated	0.49509
rotated	0.16724
rotated	0.99613
rotated	0.96626
rotated	0.32253
rotated	0.89867
rotated	0.99475
rotated	0.33236
rotated	0.47482
rotated	0.24461
rotated	0.29731
rotated	0.86044
rotated	0.67047
rotated	0.01156
rotated	0.38704
rotated	0.73911
rotated	0.47736
rotated	0.94335
rotated	0.21613
rotated	0.36956
rotated	0.90178
rotated	0.91680
rotated	0.43873
rotated	0.28366
rotated	0.83120
rotated	0.43684
rotated	0.44889
rotated	0.06584
rotated	0.44316
rotated	0.39589
rotated	0.69208
rotated	0.84067
rotated	0.28395
rotated	0.65248
rotated	0.21583
rotated	0.19294
rotated	0.07441
rotated	0.26579
rotated	0.82018
rotated	0.64216
rotated	0.33208
rotated	0.76742
rotated	0.62459
rotated	0.76718
rotated	0.57948
rotated	0.18768
rotated	0.37181
rotated	0.89060
rotated	0.37669
rotated	0.34297
rotated	0.35984
rotated	0.17691
rotated	0.18961
rotated	0.95337
rotated	0.63066
rotated	0.07670
rotated	0.96842
rotated	0.86760
rotated	0.45221
rotated	0.01115
rotated	0.40498
rotated	0.18418
rotated	0.87033
rotated	0.98637
rotated	0.61658
rotated	0.95058
rotated	0.39426
rotated	0.40712
rotated	0.31566
rotated	0.38830
rotated	0.27015
rotated	0.89232
rotated	0.34955
rotated	0.45868
rotated	0.47633
rotated	0.43178
rotated	0.59592
rotated	0.17409
rotated	0.23200
rotated	0.98396
rotated	0.96088
rotated	0.95705
rotated	0.36232
rotated	0.21863
rotated	0.31987
rotated	0.22119
rotated	0.39734
rotated	0.35327
rotated	0.00268
rotated	0.36325
rotated	0.08411
rotated	0.99290
rotated	0.28260
rotated	0.62503
rotated	0.87776
rotated	0.94758
rotated	0.05167
rotated	0.81051
rotated	0.00041
rotated	0.58698
rotated	0.98669
rotated	0.37392
rotated	0.23656
rotated	0.99350
rotated	0.41473
rotated	0.84947
rotated	0.21497
rotated	0.63066
rotated	0.98974
rotated	0.04368
rotated	0.19577
rotated	0.26257
rotated	0.11038
rotated	0.24005
rotated	0.95519
rotated	0.13591
rotated	0.57372
rotated	0.73120
rotated	0.95560
rotated	0.34596
rotated	0.61844
rotated	0.48001
rotated	0.44450
rotated	0.20866
rotated	0.46782
rotated	0.64933
rotated	0.32604
rotated	0.12270
rotated	0.25105
rotated	0.67641
rotated	0.45864
rotated	0.96523
rotated	0.13741
rotated	0.39408
rotated	0.91275
rotated	0.97880
rotated	0.12617
rotated	0.61653
rotated	0.27043
rotated	0.47270
rotated	0.39829
rotated	0.13928
rotated	0.12262
rotated	0.56191
rotated	0.72110
rotated	0.33676
rotated	0.94169
rotated	0.06366
rotated	0.24638
rotated	0.89993
rotated	0.79392
rotated	0.22683
rotated	0.14818
rotated	0.62163
rotated	0.93607
rotated	0.86963
rotated	0.12152
rotated	0.22729
rotated	0.13373
rotated	0.11489
rotated	0.12349
rotated	0.87300
rotated	0.38506
rotated	0.10033
rotated	0.77872
rotated	0.33256
rotated	0.10131
rotated	0.14335
rotated	0.38057
rotated	0.67367
rotated	0.94847
rotated	0.14944
rotated	0.00519
rotated	0.22124
rotated	0.23036
rotated	0.16641
rotated	0.14238
rotated	0.19559
rotated	0.89993
rotated	0.39618
rotated	0.19135
rotated	0.63184
rotated	0.88754
rotated	0.91845
rotated	0.39158
rotated	0.98823
rotated	0.11514
rotated	0.87387
rotated	0.96698
rotated	0.11184
rotated	0.88690
rotated	0.17829
rotated	0.88890
rotated	0.42941
rotated	0.31313
rotated	0.37151
rotated	0.17110
rotated	0.30516
rotated	0.58675
rotated	0.59499
rotated	0.99977
rotated	0.43754
rotated	0.22194
rotated	0.25838
rotated	0.46759
rotated	0.09052
rotated	0.91275
rotated	0.28601
rotated	0.46316
rotated	0.27024
rotated	0.80996
rotated	0.99090
rotated	0.38261
rotated	0.39141
rotated	0.96469
rotated	0.29493
rotated	0.95520
rotated	0.30985
rotated	0.07222
rotated	0.26623
rotated	0.92651
rotated	0.29014
rotated	0.13951
rotated	0.11493
rotated	0.42516
rotated	0.02692
rotated	0.34851
rotated	0.39643
rotated	0.04507
rotated	0.17977
rotated	0.58487
rotated	0.11643
rotated	0.16624
rotated	0.32213
rotated	0.65042
rotated	0.25520
rotated	0.29203
rotated	0.30285
rotated	0.94139
rotated	0.25546
rotated	0.72687
rotated	0.28627
rotated	0.34672
rotated	0.86304
rotated	0.25935
rotated	0.46581
rotated	0.16611
rotated	0.26331
rotated	0.18938
rotated	0.88257
rotated	0.84311
rotated	0.67786
rotated	0.49382
rotated	0.94477
rotated	0.14562
rotated	0.21092
rotated	0.75016
rotated	0.26382
rotated	0.14437
rotated	0.38805
rotated	0.47258
rotated	0.25062
rotated	0.37924
rotated	0.19358
rotated	0.16535
rotated	0.57266
rotated	0.63605
rotated	0.02952
rotated	0.30156
rotated	0.19718
rotated	0.29396
rotated	0.15538
rotated	0.05904
rotated	0.27592
rotated	0.08030
rotated	0.91372
rotated	0.57203
rotated	0.39865
rotated	0.15828
rotated	0.50512
rotated	0.19214
rotated	0.12495
rotated	0.90038
rotated	0.19786
rotated	0.28470
rotated	0.45933
rotated	0.18915
rotated	0.49118
rotated	0.97750
rotated	0.18803
rotated	0.59931
rotated	0.11564
rotated	0.92586
rotated	0.96361
rotated	0.29094
rotated	0.61254
rotated	0.98009
rotated	0.35512
rotated	0.98925
rotated	0.16543
rotated	0.25740
rotated	0.63605
rotated	0.97708
rotated	0.97547
rotated	0.97520
rotated	0.21002
rotated	0.57217
rotated	0.24005
rotated	0.55693
rotated	0.18109
rotated	0.39772
rotated	0.29575
rotated	0.15399
rotated	0.13813
rotated	0.08552
rotated	0.96413
rotated	0.17215
rotated	0.06684
rotated	0.34469
rotated	0.41667
rotated	0.78180
rotated	0.06018
rotated	0.05138
rotated	0.46316
rotated	0.65298
rotated	0.61019
rotated	0.30498
rotated	0.11342
rotated	0.98236
rotated	0.55991
rotated	0.88980
rotated	0.37463
rotated	0.15614
rotated	0.61032
rotated	0.44613
rotated	0.48238
rotated	0.20311
rotated	0.21330
rotated	0.64466
rotated	0.92912
rotated	0.34770
rotated	0.35960
rotated	0.97267
rotated	0.50848
rotated	0.10518
rotated	0.38097
rotated	0.31645
rotated	0.46162
rotated	0.48279
rotated	0.99526
rotated	0.35034
rotated	0.45126
rotated	0.76196
rotated	0.23582
rotated	0.19870
rotated	0.99657
rotated	0.54617
rotated	0.42892
rotated	0.21860
rotated	0.38814
rotated	0.52978
rotated	0.31826
rotated	0.24456
rotated	0.91298
rotated	0.16286
rotated	0.98351
rotated	0.33341
rotated	0.74319
rotated	0.26299
rotated	0.97838
rotated	0.37288
rotated	0.33051
rotated	0.15560
rotated	0.40652
rotated	0.06735
rotated	0.36710
rotated	0.95762
rotated	0.17102
rotated	0.88257
rotated	0.93211
rotated	0.84072
rotated	0.97048
rotated	0.33615
rotated	0.26296
rotated	0.45187
rotated	0.37053
rotated	0.48602
rotated	0.88579
rotated	0.07198
rotated	0.32211
rotated	0.95415
rotated	0.20512
rotated	0.61704
rotated	0.33707
rotated	0.53800
rotated	0.82300
rotated	0.08081
rotated	0.12503
rotated	0.53434
rotated	0.25669
rotated	0.07300
rotated	0.12961
rotated	0.20146
rotated	0.15294
rotated	0.34773
rotated	0.44721
rotated	0.82340
rotated	0.04358
rotated	0.76400
rotated	0.31583
rotated	0.56929
rotated	0.71993
rotated	0.14882
rotated	0.36501
rotated	0.08612
rotated	0.83214
rotated	0.08196
rotated	0.19003
rotated	0.54434
rotated	0.27908
rotated	0.17836
rotated	0.91657
rotated	0.95406
rotated	0.17565
rotated	0.08941
rotated	0.48815
rotated	0.33283
rotated	0.35035
rotated	0.62945
rotated	0.83908
rotated	0.56289
rotated	0.51344
rotated	0.42806
rotated	0.33018
rotated	0.21457
rotated	0.31426
rotated	0.30744
rotated	0.91322
rotated	0.11281
rotated	0.98815
rotated	0.99101
rotated	0.16355
rotated	0.00698
rotated	0.39137
rotated	0.24784
rotated	0.18733
rotated	0.08304
rotated	0.29026
rotated	0.96799
rotated	0.19643
rotated	0.26403
rotated	0.84985
rotated	0.38642
rotated	0.12199
rotated	0.95684
rotated	0.10089
rotated	0.87288
rotated	0.63424
rotated	0.11359
rotated	0.22720
rotated	0.49928
rotated	0.26587
rotated	0.31950
rotated	0.03175
rotated	0.22586
rotated	0.26580
rotated	0.22381
rotated	0.16778
rotated	0.34664
rotated	0.34529
rotated	0.44765
rotated	0.11515
rotated	0.23835
rotated	0.61276
rotated	0.56263
rotated	0.78105
rotated	0.84112
rotated	0.45044
rotated	0.00074
rotated	0.43507
rotated	0.36360
rotated	0.99043
rotated	0.22329
rotated	0.11779
rotated	0.19590
rotated	0.13622
rotated	0.10429
rotated	0.42648
rotated	0.92773
rotated	0.53082
rotated	0.59856
rotated	0.20011
rotated	0.95635
rotated	0.95534
rotated	0.31228
rotated	0.26862
rotated	0.10799
rotated	0.58357
rotated	0.24764
rotated	0.09754
rotated	0.63423
rotated	0.03128
rotated	0.63998
rotated	0.43227
rotated	0.60751
rotated	0.57478
rotated	0.27905
rotated	0.16498
rotated	0.17505
rotated	0.71437
rotated	0.20310
rotated	0.19221
rotated	0.31637
rotated	0.34092
rotated	0.58124
rotated	0.35217
rotated	0.21582
rotated	0.49857
rotated	0.47240
rotated	0.97485
rotated	0.26467
rotated	0.17339
rotated	0.27520
rotated	0.23919
rotated	0.95101
rotated	0.23806
rotated	0.45000
rotated	0.14617
rotated	0.18021
rotated	0.19935
rotated	0.09267
rotated	0.67472
rotated	0.30200
rotated	0.26735
rotated	0.37620
rotated	0.59801
rotated	0.20827
rotated	0.44335
rotated	0.05280
rotated	0.39610
rotated	0.22592
rotated	0.52464
rotated	0.25973
rotated	0.22623
rotated	0.83221
rotated	0.17361
rotated	0.37693
rotated	0.73337
rotated	0.32683
rotated	0.15297
rotated	0.30772
rotated	0.99155
rotated	0.32280
rotated	0.30021
rotated	0.49076
rotated	0.91898
rotated	0.12320
rotated	0.19506
rotated	0.16037
rotated	0.16827
rotated	0.99085
rotated	0.64048
rotated	0.17260
rotated	0.77780
rotated	0.43927
rotated	0.57853
rotated	0.70765
rotated	0.72957
rotated	0.24399
rotated	0.61204
rotated	0.27818
rotated	0.34845
rotated	0.05278
rotated	0.24925
rotated	0.36321
rotated	0.53341
rotated	0.43471
rotated	0.24997
rotated	0.72205
rotated	0.33234
rotated	0.89305
rotated	0.14285
rotated	0.83546
rotated	0.23119
rotated	0.00554
rotated	0.21574
rotated	0.56565
rotated	0.86269
rotated	0.10390
rotated	0.81399
rotated	0.65968
rotated	0.38314
rotated	0.32990
rotated	0.36173
rotated	0.19674
rotated	0.98769
rotated	0.86640
rotated	0.27973
rotated	0.93194
rotated	0.47678
rotated	0.23695
rotated	0.16710
rotated	0.56263
rotated	0.90377
rotated	0.34461
rotated	0.90406
rotated	0.29155
rotated	0.81073
rotated	0.40929
rotated	0.36438
rotated	0.40254
rotated	0.85226
rotated	0.23983
rotated	0.00315
rotated	0.06908
rotated	0.24753
rotated	0.93284
rotated	0.19723
rotated	0.22604
rotated	0.31106
rotated	0.33722
rotated	0.05940
rotated	0.99001
rotated	0.98576
rotated	0.92030
rotated	0.14743
rotated	0.12738
rotated	0.27840
rotated	0.90061
rotated	0.61341
rotated	0.17561
rotated	0.36264
rotated	0.27280
rotated	0.50430
rotated	0.89256
rotated	0.90258
rotated	0.70585
rotated	0.43407
rotated	0.46872
rotated	0.93699
rotated	0.29182
rotated	0.30299
rotated	0.60659
rotated	0.17681
rotated	0.39959
rotated	0.51444
rotated	0.32436
rotated	0.13380
rotated	0.37224
rotated	0.99951
rotated	0.15684
rotated	0.09273
rotated	0.29427
rotated	0.03016
rotated	0.23636
rotated	0.24010
rotated	0.26312
rotated	0.31143
rotated	0.25322
rotated	0.30346
rotated	0.49648
rotated	0.82903
rotated	0.63653
rotated	0.24473
rotated	0.53954
rotated	0.05609
rotated	0.20861
rotated	0.25843
rotated	0.41147
rotated	0.21650
rotated	0.07051
rotated	0.26840
rotated	0.53715
rotated	0.20606
rotated	0.59931
rotated	0.21284
rotated	0.22886
rotated	0.41956
rotated	0.22415
rotated	0.94944
rotated	0.20244
rotated	0.35997
rotated	0.19353
rotated	0.35748
rotated	0.88257
rotated	0.33641
rotated	0.21827
rotated	0.68768
rotated	0.96476
rotated	0.49094
rotated	0.75937
rotated	0.85563
rotated	0.14304
rotated	0.90320
rotated	0.32414
rotated	0.87090
rotated	0.23737
rotated	0.35826
rotated	0.46186
rotated	0.85467
rotated	0.46972
rotated	0.85240
rotated	0.26208
rotated	0.26268
rotated	0.37677
rotated	0.28638
rotated	0.92930
rotated	0.87972
rotated	0.36901
rotated	0.66087
rotated	0.66105
rotated	0.12112
rotated	0.50455
rotated	0.33592
rotated	0.37023
rotated	0.34763
rotated	0.46781
rotated	0.28833
rotated	0.47513
rotated	0.31062
rotated	0.16846
rotated	0.04759
rotated	0.93263
rotated	0.44900
rotated	0.76395
rotated	0.08057
rotated	0.21926
rotated	0.83840
rotated	0.32498
rotated	0.63827
rotated	0.54494
rotated	0.96400
rotated	0.31206
rotated	0.17607
rotated	0.33803
rotated	0.34490
rotated	0.18180
rotated	0.24080
rotated	0.31543
rotated	0.18604
rotated	0.25444
rotated	0.79860
rotated	0.71571
rotated	0.43300
rotated	0.09047
rotated	0.53009
rotated	0.04612
rotated	0.01494
rotated	0.63389
rotated	0.26862
rotated	0.25593
rotated	0.26204
rotated	0.38995
rotated	0.10796
rotated	0.02112
rotated	0.17392
rotated	0.36752
rotated	0.22837
rotated	0.36241
rotated	0.65979
rotated	0.13399
rotated	0.82235
rotated	0.18570
rotated	0.35613
rotated	0.14286
rotated	0.91275
rotated	0.33041
rotated	0.33912
rotated	0.94145
rotated	0.38264
rotated	0.33163
rotated	0.67721
rotated	0.96082
rotated	0.71076
rotated	0.21198
rotated	0.34180
rotated	0.62066
rotated	0.27516
rotated	0.97554
rotated	0.31888
rotated	0.76245
rotated	0.90518
rotated	0.63066
rotated	0.98065
rotated	0.92030
rotated	0.32998
rotated	0.52176
rotated	0.96394
rotated	0.25659
rotated	0.24449
rotated	0.15257
rotated	0.32641
rotated	0.59792
rotated	0.04630
rotated	0.13690
rotated	0.37527
rotated	0.75964
rotated	0.31447
rotated	0.26668
rotated	0.21782
rotated	0.20417
rotated	0.97488
rotated	0.23626
rotated	0.88041
rotated	0.99564
rotated	0.63199
rotated	0.39356
rotated	0.40095
rotated	0.39252
rotated	0.97357
rotated	0.45712
rotated	0.31458
rotated	0.44058
rotated	0.49828
rotated	0.44259
rotated	0.35341
rotated	0.88176
rotated	0.47142
rotated	0.66326
rotated	0.77863
rotated	0.46519
rotated	0.88121
rotated	0.35394
rotated	0.06251
rotated	0.04270
rotated	0.87254
rotated	0.43050
rotated	0.28242
rotated	0.23680
rotated	0.41548
rotated	0.14032
rotated	0.21546
rotated	0.68195
rotated	0.38342
rotated	0.19002
rotated	0.48557
rotated	0.39425
rotated	0.32034
rotated	0.60901
rotated	0.99036
rotated	0.52653
rotated	0.19220
rotated	0.51029
rotated	0.89621
rotated	0.47328
rotated	0.27816
rotated	0.67961
rotated	0.76270
rotated	0.26254
rotated	0.00218
rotated	0.05010
rotated	0.49594
rotated	0.09868
rotated	0.58306
rotated	0.40878
rotated	0.42560
rotated	0.39202
rotated	0.30937
rotated	0.40071
rotated	0.97921
rotated	0.13810
rotated	0.10235
rotated	0.12542
rotated	0.25122
rotated	0.06459
rotated	0.05803
rotated	0.54634
rotated	0.41656
rotated	0.93346
rotated	0.23849
rotated	0.57243
rotated	0.38376
rotated	0.23210
rotated	0.04938
rotated	0.71999
rotated	0.58255
rotated	0.40316
rotated	0.90327
rotated	0.99299
rotated	0.31897
rotated	0.31515
rotated	0.23859
rotated	0.88026
rotated	0.74904
rotated	0.17740
rotated	0.41219
rotated	0.41096
